Key,Value
T_ACHIEVEMENT_GIFTING_01_DESC,Yêu cầu nhờ người bạn xin tài nguyên.
T_ACHIEVEMENT_GIFTING_01_NAME,Bạn bè để làm gì?
T_ACHIEVEMENT_JEWELS1_DESC,Sản xuất 200 viên ngọc trong một thị trấn.
T_ACHIEVEMENT_JEWELS1_NAME,Viên ngọc quý của tôi... I
T_ACHIEVEMENT_JEWELS2_DESC,Sản xuất 500 viên ngọc trong một thị trấn.
T_ACHIEVEMENT_JEWELS2_NAME,Viên ngọc quý của tôi... II
T_ACHIEVEMENT_JEWELS3_DESC,Sản xuất 1000 viên ngọc trong một thị trấn.
T_ACHIEVEMENT_JEWELS3_NAME,Viên ngọc quý của tôi... III
T_ACHIEVEMENT_JEWELS_NAME,Viên ngọc quý của tôi...
T_ACHIEVEMENT_LASTMANSTANDING_DESC,Đánh bại 4 tên cướp với một chiến binh trong một trận chiến.
T_ACHIEVEMENT_LASTMANSTANDING_NAME,Người cuối cùng đứng vững
T_ACHIEVEMENT_LORDOFWAR_DESC,Sản xuất 250 vũ khí và giáp trong một kịch bản.
T_ACHIEVEMENT_LORDOFWAR_NAME,Chúa tể của Chiến tranh
T_ACHIEVEMENT_LOSTPLAGUE_DESC,"Trong một kịch bản, không để mất một cư dân nào do dịch bệnh."
T_ACHIEVEMENT_LOSTPLAGUE_NAME,Cosmas và Damian
T_ACHIEVEMENT_PLAGEAFFLICTED1_DESC,Chữa lành 100 cư dân khỏi bệnh dịch.
T_ACHIEVEMENT_PLAGEAFFLICTED1_NAME,Bệnh dịch tấn công!
T_ACHIEVEMENT_PLATINUM_DESC,Thu thập tất cả các cúp khác của Townsmen.
T_ACHIEVEMENT_PLATINUM_NAME,Vương miện
T_ACHIEVEMENT_POPULATION1_DESC,Đạt dân số 50 trong một thị trấn.
T_ACHIEVEMENT_POPULATION1_NAME,Người xây dựng I
T_ACHIEVEMENT_POPULATION2_DESC,Đạt dân số 100 trong một thị trấn.
T_ACHIEVEMENT_POPULATION2_NAME,Người xây dựng II
T_ACHIEVEMENT_POPULATION3_DESC,Đạt dân số 200 trong một thị trấn.
T_ACHIEVEMENT_POPULATION3_NAME,Người xây dựng III
T_ACHIEVEMENT_POPULATION4_DESC,Đạt dân số 300 trong một thị trấn.
T_ACHIEVEMENT_POPULATION4_NAME,Người xây dựng IV
T_ACHIEVEMENT_POPULATION5_DESC,Đạt dân số 500 trong một thị trấn.
T_ACHIEVEMENT_POPULATION5_NAME,Người xây dựng V
T_ACHIEVEMENT_POPULATION_NAME,Người xây dựng
T_ACHIEVEMENT_PRESTIGE1_DESC,Kiếm được 250 Danh dự bằng cách hoàn thành nhiệm vụ.
T_ACHIEVEMENT_PRESTIGE1_NAME,Một Thống đốc danh dự I
T_ACHIEVEMENT_PRESTIGE2_DESC,Kiếm được 750 Danh dự bằng cách hoàn thành nhiệm vụ.
T_ACHIEVEMENT_PRESTIGE2_NAME,Một Thống đốc danh dự II
T_ACHIEVEMENT_PRESTIGE3_DESC,Kiếm được 2500 Danh dự bằng cách hoàn thành nhiệm vụ.
T_ACHIEVEMENT_PRESTIGE3_NAME,Một Thống đốc danh dự III
T_ACHIEVEMENT_PRESTIGE_NAME,Một Thống đốc danh dự
T_ACHIEVEMENT_QUESTS1_DESC,Hoàn thành 50 nhiệm vụ.
T_ACHIEVEMENT_QUESTS1_NAME,Người hoàn tất I
T_ACHIEVEMENT_QUESTS2_DESC,Hoàn thành 150 nhiệm vụ.
T_ACHIEVEMENT_QUESTS2_NAME,Người hoàn tất II
T_ACHIEVEMENT_QUESTS3_DESC,Hoàn thành 250 nhiệm vụ.
T_ACHIEVEMENT_QUESTS3_NAME,Người hoàn tất III
T_ACHIEVEMENT_QUESTS_NAME,Người hoàn tất
T_ACHIEVEMENT_REBUILTIT_DESC,Mất toàn bộ công trình dễ cháy của một thị trấn do hỏa hoạn.
T_ACHIEVEMENT_REBUILTIT_NAME,Chúng ta có thể xây lại nó!
T_ACHIEVEMENT_REPAIR1_DESC,Sửa chữa 50 công trình.
T_ACHIEVEMENT_REPAIR1_NAME,Công việc toàn thời gian I
T_ACHIEVEMENT_REPAIR2_DESC,Sửa chữa 150 công trình.
T_ACHIEVEMENT_REPAIR2_NAME,Công việc toàn thời gian II
T_ACHIEVEMENT_REPAIR3_DESC,Sửa chữa 500 công trình.
T_ACHIEVEMENT_REPAIR3_NAME,Công việc toàn thời gian III
T_ACHIEVEMENT_RESEARCHCOMPLETED1_DESC,Hoàn thành nghiên cứu đầu tiên của bạn.
T_ACHIEVEMENT_RESEARCHCOMPLETED1_NAME,Eureka!
T_ACHIEVEMENT_RESEARCHCOMPLETED2_DESC,Hoàn thành 5 nghiên cứu.
T_ACHIEVEMENT_RESEARCHCOMPLETED2_NAME,Nhà nghiên cứu
T_ACHIEVEMENT_RESEARCHCOMPLETED3_DESC,Hoàn thành 40 nghiên cứu.
T_ACHIEVEMENT_RESEARCHCOMPLETED3_NAME,Thiên tài
T_ACHIEVEMENT_RESEARCHCOMPLETED_NAME,Thiên tài
T_ACHIEVEMENT_SAUSAGES_DESC,Sản xuất 1000 lát xúc xích trong một kịch bản.
T_ACHIEVEMENT_SAUSAGES_NAME,Chỉ có xúc xích là có hai đầu.
T_ACHIEVEMENT_SCENARIO_ATALEOFTWOCLANS_DESC,Hoàn thành kịch bản 'Chuyện của hai bộ tộc'.
T_ACHIEVEMENT_SCENARIO_ATALEOFTWOCLANS_NAME,Tái thống nhất
T_ACHIEVEMENT_SCENARIO_AVALANCHE_DESC,Hoàn thành kịch bản 'Nguy cơ lở tuyết'.
T_ACHIEVEMENT_SCENARIO_AVALANCHE_NAME,Chôn vùi
T_ACHIEVEMENT_SCENARIO_BASICTRAINING_DESC,Hoàn thành kịch bản 'Huấn luyện cơ bản quân sự'.
T_ACHIEVEMENT_SCENARIO_BASICTRAINING_NAME,Chú ý!
T_ACHIEVEMENT_SCENARIO_BEHINDBLINDERS_DESC,Hoàn thành kịch bản 'Phía sau tấm bình phong'.
T_ACHIEVEMENT_SCENARIO_BEHINDBLINDERS_NAME,Điều đó đã không được chú ý
T_ACHIEVEMENT_SCENARIO_BREW_DESC,Hoàn thành kịch bản 'Nghệ thuật pha chế hoàn hảo'.
T_ACHIEVEMENT_SCENARIO_BREW_NAME,Bậc thầy pha chế
T_ACHIEVEMENT_SCENARIO_CRAFTSMEN_DESC,Hoàn thành kịch bản 'Thách thức người thợ thủ công'.
T_ACHIEVEMENT_SCENARIO_CRAFTSMEN_NAME,Thách thức người thợ thủ công
T_ACHIEVEMENT_SCENARIO_CURSE_DESC,Hoàn thành kịch bản 'Lời nguyền'.
T_ACHIEVEMENT_SCENARIO_CURSE_NAME,Lời nguyền
T_ACHIEVEMENT_SCENARIO_DIPLOMATICVISIT_DESC,Hoàn thành kịch bản 'Chuyến thăm ngoại giao'.
T_ACHIEVEMENT_SCENARIO_DIPLOMATICVISIT_NAME,Người đàm phán
T_ACHIEVEMENT_SCENARIO_DISEASE_DESC,Hoàn thành kịch bản 'Bệnh của Vua'.
T_ACHIEVEMENT_SCENARIO_DISEASE_NAME,Liều thuốc hữu hiệu
T_ACHIEVEMENT_SCENARIO_DRAUGHT_DESC,Hoàn thành kịch bản 'Hạn hán'.
T_ACHIEVEMENT_SCENARIO_DRAUGHT_NAME,Tôi đã đi khắp mọi nơi IV
T_ACHIEVEMENT_SCENARIO_ECONOMYCRISIS_DESC,Hoàn thành kịch bản 'Khủng hoảng kinh tế'.
T_ACHIEVEMENT_SCENARIO_ECONOMYCRISIS_NAME,Tôi đã đi khắp mọi nơi III
T_ACHIEVEMENT_SCENARIO_ELECTION_DESC,Hoàn thành kịch bản 'Ngày bầu cử'.
T_ACHIEVEMENT_SCENARIO_ELECTION_NAME,Tân thống đốc
T_ACHIEVEMENT_SCENARIO_FARMLAND_DESC,Hoàn thành kịch bản 'Đất canh tác'.
T_ACHIEVEMENT_SCENARIO_FARMLAND_NAME,Khu đất nhỏ ở nông thôn
T_ACHIEVEMENT_SCENARIO_FESTIVITIES_DESC,Hoàn thành kịch bản 'Một năm ngày hội'.
T_ACHIEVEMENT_SCENARIO_FESTIVITIES_NAME,Mệt mỏi bởi lễ hội
T_ACHIEVEMENT_SCENARIO_GIRLSDESIRES_DESC,Hoàn thành kịch bản 'Nguyện vọng của một cô gái'.
T_ACHIEVEMENT_SCENARIO_GIRLSDESIRES_NAME,Chăm sóc cô ấy tốt đẹp…
T_ACHIEVEMENT_SCENARIO_HARSHWINTER_DESC,Hoàn thành kịch bản 'Mùa đông khắc nghiệt'.
T_ACHIEVEMENT_SCENARIO_HARSHWINTER_NAME,Tôi đã đi khắp mọi nơi VIII
T_ACHIEVEMENT_SCENARIO_INSANECHOICES_DESC,Hoàn thành kịch bản 'Lựa chọn điên rồ'.
T_ACHIEVEMENT_SCENARIO_INSANECHOICES_NAME,Đã lựa chọn của tôi
T_ACHIEVEMENT_SCENARIO_INSURGENTS_DESC,Hoàn thành kịch bản 'Biến động'.
T_ACHIEVEMENT_SCENARIO_INSURGENTS_NAME,Tôi đã đi khắp mọi nơi IX
T_ACHIEVEMENT_SCENARIO_KINGSBET_DESC,Hoàn thành kịch bản 'Cược của Vua'.
T_ACHIEVEMENT_SCENARIO_KINGSBET_NAME,Tôi đã đi khắp mọi nơi X
T_ACHIEVEMENT_SCENARIO_LATEFALL_DESC,Hoàn thành kịch bản 'Mùa thu muộn'.
T_ACHIEVEMENT_SCENARIO_LATEFALL_NAME,Tôi đã đi khắp mọi nơi II
T_ACHIEVEMENT_SCENARIO_LEGACY_DESC,Hoàn thành kịch bản 'Di sản'.
T_ACHIEVEMENT_SCENARIO_LEGACY_NAME,Một sự ra đi danh dự
T_ACHIEVEMENT_SCENARIO_MONEYBAGS_DESC,Hoàn thành kịch bản 'Túi tiền'.
T_ACHIEVEMENT_SCENARIO_MONEYBAGS_NAME,Người keo kiệt
T_ACHIEVEMENT_SCENARIO_MONUMENTAL_DESC,Hoàn thành kịch bản 'Nhà thờ lớn'.
T_ACHIEVEMENT_SCENARIO_MONUMENTAL_NAME,Tôi đã đi khắp mọi nơi VII
T_ACHIEVEMENT_SCENARIO_THE_BEAST_DESC,Hoàn thành kịch bản 'Quái vật'.
T_ACHIEVEMENT_SCENARIO_THE_BEAST_NAME,Thám tử trưởng
T_ACHIEVEMENT_SCENARIO_TOURNAMENT_DESC,Hoàn thành kịch bản 'Giải đấu'.
T_ACHIEVEMENT_SCENARIO_TOURNAMENT_NAME,Tôi đã đi khắp mọi nơi I
T_ACHIEVEMENT_SCENARIO_TRADINGPOST_DESC,Hoàn thành kịch bản 'Trạm trao đổi'.
T_ACHIEVEMENT_SCENARIO_TRADINGPOST_NAME,Tôi đã đi khắp mọi nơi V
T_ACHIEVEMENT_SCENARIO_TWELVE_DESC,Hoàn thành kịch bản 'Nhiệm vụ Huyền thoại'.
T_ACHIEVEMENT_SCENARIO_TWELVE_NAME,HUYỀN… hãy chờ đấy… THOẠI
T_ACHIEVEMENT_SCENARIO_UNDERSIEGE_DESC,Hoàn thành kịch bản 'Dưới vòng vây'.
T_ACHIEVEMENT_SCENARIO_UNDERSIEGE_NAME,Bất khả xâm phạm
T_ACHIEVEMENT_SCENARIO_WARRIDDEN_DESC,Hoàn thành kịch bản 'Chiến tranh triền miên'.
T_ACHIEVEMENT_SCENARIO_WARRIDDEN_NAME,Vùng chiến sự
T_ACHIEVEMENT_SCENARIO_WATERWAYS_2_DESC,Hoàn thành kịch bản 'Đường thủy'.
T_ACHIEVEMENT_SCENARIO_WATERWAYS_2_NAME,Đường thủy
T_ACHIEVEMENT_SCENARIO_WATERWAYS_DESC,Hoàn thành kịch bản 'Đường thủy'.
T_ACHIEVEMENT_SCENARIO_WATERWAYS_NAME,Đường thủy
T_ACHIEVEMENT_SCENARIO_WEDDING_DESC,Hoàn thành kịch bản 'Đám cưới'.
T_ACHIEVEMENT_SCENARIO_WEDDING_NAME,Tôi đã đi khắp mọi nơi VI
T_ACHIEVEMENT_SCENARIO_WOODSHORTAGE_DESC,Hoàn thành kịch bản 'Tình trạng thiếu gỗ'.
T_ACHIEVEMENT_SCENARIO_WOODSHORTAGE_NAME,Tình trạng thiếu gỗ
T_ACHIEVEMENT_SERVE_PROTECT_DESC,Có đầy đủ tháp canh bảo vệ trên một thị trấn có dân số 100 người.
T_ACHIEVEMENT_SERVE_PROTECT_NAME,Phục vụ và bảo vệ
T_ACHIEVEMENT_TAXES1_DESC,Thu thuế: 1000 Thaler.
T_ACHIEVEMENT_TAXES1_NAME,Người thu thuế I
T_ACHIEVEMENT_TAXES2_DESC,Thu thuế: 10000 Thaler.
T_ACHIEVEMENT_TAXES2_NAME,Người thu thuế II
T_ACHIEVEMENT_TAXES3_DESC,Thu thuế: 50000 Thaler.
T_ACHIEVEMENT_TAXES3_NAME,Người thu thuế III
T_ACHIEVEMENT_TAXES4_DESC,Thu thuế: 100000 Thaler.
T_ACHIEVEMENT_TAXES4_NAME,Người thu thuế IV
T_ACHIEVEMENT_TAXES5_DESC,Thu thuế: 1000000 Thaler.
T_ACHIEVEMENT_TAXES5_NAME,Người thu thuế V
T_ACHIEVEMENT_TAXES_NAME,Người thu thuế
T_ACHIEVEMENT_TIME1_DESC,Chơi trong 60 phút.
T_ACHIEVEMENT_TIME1_NAME,Trò chơi 'mất thời gian' I
T_ACHIEVEMENT_TIME2_DESC,Chơi trong 120 phút.
T_ACHIEVEMENT_TIME2_NAME,Trò chơi 'mất thời gian' II
T_ACHIEVEMENT_TIME3_DESC,Chơi trong 300 phút.
T_ACHIEVEMENT_TIME3_NAME,Trò chơi 'mất thời gian' III
T_ACHIEVEMENT_TIME4_DESC,Chơi trong 500 phút.
T_ACHIEVEMENT_TIME4_NAME,Trò chơi 'mất thời gian' IV
T_ACHIEVEMENT_TIME5_DESC,Chơi trong 1000 phút.
T_ACHIEVEMENT_TIME5_NAME,Trò chơi 'mất thời gian' V
T_ACHIEVEMENT_TIME_NAME,Trò chơi 'mất thời gian'
T_ACHIEVEMENT_TOOLS1_DESC,Sản xuất 200 dụng cụ trong một thị trấn.
T_ACHIEVEMENT_TOOLS1_NAME,Công cụ của nghề nghiệp I
T_ACHIEVEMENT_TOOLS2_DESC,Sản xuất 500 dụng cụ trong một thị trấn.
T_ACHIEVEMENT_TOOLS2_NAME,Công cụ của nghề nghiệp II
T_ACHIEVEMENT_TOOLS3_DESC,Sản xuất 1000 dụng cụ trong một thị trấn.
T_ACHIEVEMENT_TOOLS3_NAME,Công cụ của nghề nghiệp III
T_ACHIEVEMENT_TOOLS_NAME,Công cụ của nghề nghiệp
T_ACHIEVEMENT_TUTORIAL_CAMPAIGN_ALL_DESC,Hoàn thành tất cả các nhiệm vụ trong chiến dịch hướng dẫn.
T_ACHIEVEMENT_TUTORIAL_CAMPAIGN_ALL_NAME,Vượt qua bài hướng dẫn
T_ACHIEVEMENT_TUTORIAL_CAMPAIGN_MISSION01_DESC,Hoàn thành chương đầu tiên của chiến dịch hướng dẫn.
T_ACHIEVEMENT_TUTORIAL_CAMPAIGN_MISSION01_NAME,Khởi đầu mới
T_ACHIEVEMENT_TUTORIAL_CAMPAIGN_MISSION02_DESC,Hoàn thành chương thứ hai của chiến dịch hướng dẫn.
T_ACHIEVEMENT_TUTORIAL_CAMPAIGN_MISSION02_NAME,Bạn bè từ quá khứ
T_ACHIEVEMENT_TUTORIAL_CAMPAIGN_MISSION03_DESC,Hoàn thành chương thứ ba của chiến dịch hướng dẫn.
T_ACHIEVEMENT_TUTORIAL_CAMPAIGN_MISSION03_NAME,Đã đến lúc buôn bán
T_ACHIEVEMENT_TUTORIAL_CAMPAIGN_MISSION04_DESC,Hoàn thành chương thứ tư của chiến dịch hướng dẫn.
T_ACHIEVEMENT_TUTORIAL_CAMPAIGN_MISSION04_NAME,Đắm mình trong tuyết
T_ACHIEVEMENT_TUTORIAL_CAMPAIGN_MISSION05_DESC,Hoàn thành chương thứ năm của chiến dịch hướng dẫn.
T_ACHIEVEMENT_TUTORIAL_CAMPAIGN_MISSION05_NAME,Xung đột phe phái
T_ACHIEVEMENT_TUTORIAL_CAMPAIGN_MISSION06_DESC,Hoàn thành chương thứ sáu của chiến dịch hướng dẫn.
T_ACHIEVEMENT_TUTORIAL_CAMPAIGN_MISSION06_NAME,Thoát khỏi chảo lửa
T_ACHIEVEMENT_TUTORIAL_DESC,Hoàn thành hướng dẫn.
T_ACHIEVEMENT_TUTORIAL_NAME,Trở thành Thống đốc
T_ACHIEVEMENT_UNLOCKED,Thành tựu đã mở khóa!
T_ACHIEVEMENT_WEEKLY_REWARD_DESC,Chơi 5 ngày liên tiếp.
T_ACHIEVEMENT_WEEKLY_REWARD_NAME,Quy trình như mọi ngày
T_ACHIEVEMENT_YOUSHALLNOTPASS_DESC,Không để bất kỳ nhóm cướp nào cướp thành công thị trấn của bạn trong một kịch bản.
T_ACHIEVEMENT_YOUSHALLNOTPASS_NAME,Bạn không được qua
T_ACTIONS_ABORT,Hủy
T_ACTIONS_CHANGE_PAGE,Thay đổi trang
T_ACTIONS_CYCLE_BUILDINGS,Lướt qua các tòa nhà
T_ACTIONS_DELETE,Xóa
T_ACTIONS_ERASEMODE_CHANGE_SIZE,Thay đổi kích thước
T_ACTIONS_ERASEMODE_DECR_SIZE,Giảm kích thước
T_ACTIONS_ERASEMODE_ERASE,Xóa các đối tượng đã đánh dấu
T_ACTIONS_ERASEMODE_INCR_SIZE,Tăng kích thước
T_ACTIONS_ERASEMODE_MARK,Đánh dấu
T_ACTIONS_ERASEMODE_UNMARK,Bỏ đánh dấu
T_ACTIONS_OPEN_CONTEXTMENU,Mở menu ngữ cảnh
T_ACTIONS_OPTIONS_MENU,Menu tùy chọn
T_ACTIONS_SELECT_WORKER,Chọn người lao động
T_ACTIONS_TOGGLE,Chuyển đổi
T_ADCOLONY_DOUBLE_REWARD,Phần thưởng gấp đôi!
T_ADCOLONY_NO_VIDEO,Hiện tại không có video!
T_ADCOLONY_WATCH_CHOICE,Xem video hay sử dụng Uy tín?
T_ADCOLONY_WATCH_DOUBLE,Xem video để nhận phần thưởng gấp đôi!
T_ADCOLONY_WATCH_NOW,XEM NGAY!
T_ADCOLONY_WATCH_REWARD_FREE,Xem video để nhận Uy tín miễn phí!
T_ADCOLONY_WATCH_REWARD_LC,Xem video để nhận {AMOUNT} {CURRENCY}!
T_ADCOLONY_WATCH_REWARD_UC,XEM VIDEO ĐỂ NHẬN {AMOUNT} {CURRENCY}!
T_ADS_CONTINUE,Bạn có muốn tận hưởng trò chơi mà không có quảng cáo?
T_AD_CONTINUE,Tiếp tục với quảng cáo
T_AD_PURCHASE,Xóa quảng cáo
T_ANDROIDM_PERMISSION_BUTTON_RETRY,Thử lại
T_ANDROIDM_PERMISSION_BUTTON_SURE,Tôi chắc chắn
T_ANDROIDM_PERMISSION_DOWNLOAD_FAILED,Tải xuống thất bại do không có quyền viết cho ứng dụng này.
T_ANDROIDM_PERMISSION_HEADLINE,Quyền bị từ chối
T_ANDROIDM_PERMISSION_OBB_READ,Ứng dụng cần quyền đọc để hoàn thành cài đặt!
T_ANDROIDM_PERMISSION_OBB_TEXT,Ứng dụng cần quyền viết để lưu trữ thêm dữ liệu cho việc cài đặt!
T_ANDROIDM_PERMISSION_READ,Ứng dụng cần quyền đọc để tải hình ảnh!
T_ANDROIDM_PERMISSION_STORAGE_TEXT,Ứng dụng cần quyền viết để lưu chụp màn hình!
T_ANDROIDM_PERMISSION_SURE,Bạn có chắc chắn muốn từ chối quyền này không?
T_ANDROID_BACK_TWICE_01,Nhấn nút QUAY LẠI lần nữa để thoát!
T_ANDROID_BACK_TWICE_02,Nhấn lại để lưu và thoát ứng dụng.
T_ANDROID_BACK_TWICE_03,Nhấn lại để thoát.
T_ANDROID_BACK_TWICE_04,Nhấn nút QUAY LẠI lần nữa để quay lại menu chính.
T_ANDROID_BACK_TWICE_05,Nhấn lại để quay lại menu chính.
T_APPLE_RESTORE_DESCRIPTION,Khôi phục các mua hàng không tiêu thụ trên thiết bị hiện tại.
T_APPNAME,Townsmen – A Kingdom Rebuilt
T_AUTOSAVE_DISCLAIMER,Trò chơi này lưu tiến trình của bạn một cách tự động. Xin đừng tắt nguồn khi biểu tượng này được hiển thị!
T_AUTOSAVE_DISCLAIMER_CONSOLE,Trò chơi này lưu tiến trình của bạn một cách tự động. Xin đừng tắt máy console trong khi biểu tượng này được hiển thị!
T_AUTOSAVE_DISCLAIMER_CONTINUE,Nhấn bất kỳ phím nào
T_AUTOSAVE_DISCLAIMER_CONTINUE_MOBILE,Nhấn bất kỳ phím nào hoặc chạm vào màn hình để tiếp tục
T_AUTOTRADE_ADD_RESOURCE,Thêm tài nguyên
T_AUTOTRADE_BUY,Mua
T_AUTOTRADE_CLEAR_SLOT,Xóa khung
T_AUTOTRADE_MODIFY_SLOT,Chỉnh sửa
T_AUTOTRADE_NO_TRADEGUILD,Cần có hội thương nhân để kích hoạt các lệnh trao đổi.
T_AUTOTRADE_NO_TRADES_YET,Chưa có lệnh trao đổi nào.
T_AUTOTRADE_SELECT_RESOURCE,Chọn tài nguyên
T_AUTOTRADE_SELL,Bán
T_AUTOTRADE_THRESHOLD,Trao đổi cho đến khi hàng tồn đạt:
T_AUTOTRADE_THRESHOLD_SHORT,Mục tiêu trao đổi
T_AUTOTRADE_TRADELOG,Nhật ký giao dịch
T_AUTOTRADE_TRADE_AMOUNT,Số lượng:
T_AUTOTRADE_TRADE_AMOUNT_PER_TRADE,Số lượng trên mỗi giao dịch:
T_BUILDING_CONTEXT_NOTIFICATIONS,Sự kiện
T_BUILDING_FEATURE_BARRACKS,Phân phát lương thực đến các tháp canh
T_BUILDING_FEATURE_BRIDGE,Cho phép xây cầu
T_BUILDING_FEATURE_EXTINGUISH,Dập tắt lửa trong phạm vi
T_BUILDING_FEATURE_GUARDTOWER,Chống lại băng đảng cướp trong phạm vi
T_BUILDING_FEATURE_HARVEST,Cho phép thu hoạch {RESOURCE}
T_BUILDING_FEATURE_HEALING,Chữa bệnh cho dân làng
T_BUILDING_FEATURE_MARKET,Phân phối trang sức và quần áo
T_BUILDING_FEATURE_RANGE,Phạm vi
T_BUILDING_FEATURE_REPAIR,Sửa chữa tòa nhà
T_BUILDING_FEATURE_TAVERN,Phân phối bia và nước hoa quả
T_BUILDING_FEATURE_TAXES,Thu thuế
T_BUILDING_FEATURE_TRADE,Cho phép giao thương
T_BUILDING_FEATURE_TRADEGUILD,Mở khả năng đặt lệnh giao dịch
T_BUILDING_FEATURE_TRANSPORT,Cho phép thu thập hàng hóa từ các tòa nhà
T_BUILDING_FEATURE_WELL,Nguồn cung cấp nước cho thị trấn
T_BUILDING_INSTANTBUILD_EXPLAIN_BLOCKED,Công nhân với nguyên liệu đang trên đường tới.
T_BUILDING_LEVEL_2_FOOD,Nguồn cung cấp thực phẩm được cải thiện 2
T_BUILDING_LEVEL_2_HAPPINESS,Cải thiện tòa nhà đáp ứng nhu cầu 2
T_BUILDING_LEVEL_2_HARVESTING,Cải thiện việc khai thác tài nguyên 2
T_BUILDING_LEVEL_2_INFRASTRUCTURE,Cải thiện cơ sở hạ tầng 2
T_BUILDING_LEVEL_2_PROCESSING,Cải thiện quá trình chế biến 2
T_BUILDING_LEVEL_2_SPECIAL,Cải thiện tòa nhà đặc biệt 2
T_BUILDING_LEVEL_3_FOOD,Nguồn cung cấp thực phẩm được cải thiện 3
T_BUILDING_LEVEL_3_HAPPINESS,Cải thiện tòa nhà đáp ứng nhu cầu 3
T_BUILDING_LEVEL_3_HARVESTING,Cải thiện việc khai thác tài nguyên 3
T_BUILDING_LEVEL_3_INFRASTRUCTURE,Cải thiện cơ sở hạ tầng 3
T_BUILDING_LEVEL_3_PROCESSING,Cải thiện quá trình chế biến 3
T_BUILDING_LEVEL_3_SPECIAL,Cải thiện tòa nhà đặc biệt 3
T_BUILDMENU_CAT_DECO,Trang trí
T_BUILDMENU_CAT_FOOD,Nguồn cung cấp thực phẩm
T_BUILDMENU_CAT_HAPPINESS,Nhu cầu
T_BUILDMENU_CAT_HARVESTING,Khai thác tài nguyên
T_BUILDMENU_CAT_INFRASTRUCTURE,Cơ sở hạ tầng
T_BUILDMENU_CAT_PROCESSING,Chế biến
T_BUILDMENU_CAT_SPECIAL,Tòa nhà đặc biệt
T_BUILDMENU_DECORATIONS_BENCHES,Ghế dài
T_BUILDMENU_DECORATIONS_BENCHES_DESC,Ghế dài bằng gỗ và đá
T_BUILDMENU_DECORATIONS_CITYWALLS,Tường thành
T_BUILDMENU_DECORATIONS_CITYWALLS_DESC,Tường thành lớn
T_BUILDMENU_DECORATIONS_CLUTTER,Đồ linh tinh
T_BUILDMENU_DECORATIONS_CLUTTER_DESC,Tất cả các vật phẩm không thuộc các danh mục khác
T_BUILDMENU_DECORATIONS_DESC,"Cư dân thích ngắm nhìn các vật trang trí trong lúc rảnh rỗi. Càng nhiều vật trang trí lộng lẫy, các cư dân càng cảm thấy hạnh phúc. Hiệu quả của trang trí giảm đi khi dân số tăng lên, vì vậy cần nhiều vật phẩm hơn để có cùng hiệu quả đối với thị trấn."
T_BUILDMENU_DECORATIONS_FARM,Nông trại và ruộng
T_BUILDMENU_DECORATIONS_FARM_DESC,Các đối tượng trang trí cho khu vực nông nghiệp
T_BUILDMENU_DECORATIONS_FLAGS,Cờ và băng-rôn
T_BUILDMENU_DECORATIONS_FLAGS_DESC,Các cột cờ và băng-rôn đa dạng
T_BUILDMENU_DECORATIONS_FLOWERBEDS,Bồn hoa
T_BUILDMENU_DECORATIONS_FLOWERBEDS_DESC,Bồn hoa trang trí
T_BUILDMENU_DECORATIONS_FOUNTAINS,Đài phun nước
T_BUILDMENU_DECORATIONS_FOUNTAINS_DESC,Các loại đài phun nước đa dạng
